Gene	Condition1	Condition2	State
GH2	-3.680861	-3.592139	unchanging
GHRLOS	-0.9438953	-1.4401357	unchanging
GHRLOS2	-1.9438953	-0.27021074	unchanging
GIMAP6	-3.680861	-3.592139	unchanging
GIPC2	-3.528858	-3.592139	unchanging
GJA10	-3.680861	-3.592139	unchanging
GJA5	-3.680861	-3.592139	unchanging
GJB3	0.55860496	0.80779165	unchanging
GJC1	1.6004251	0.26030394	unchanging
GLI2	-1.2069298	-1.4401357	unchanging
GLP1R	-3.680861	-3.592139	unchanging
GLRA3	-3.680861	1.4667549	up
GLRA4	-3.680861	-3.592139	unchanging
GLT25D2	2.641067	3.0517173	unchanging
GLTPD2	-3.680861	-3.4401355	unchanging
GLYATL1	-3.680861	-3.592139	unchanging
GMNC	-1.2069298	-3.4401355	unchanging
GMPR	1.6805955	1.6891472	unchanging
GNA11	4.178501	4.075564	unchanging
GNA12	6.1733146	6.0517173	unchanging
GNA13	6.6891003	6.5227604	unchanging
GNAI3	6.87841	6.816073	unchanging
GNAT2	0.55860496	0.8817923	unchanging
GNAT3	-3.680861	-3.592139	unchanging
GNAZ	2.085852	2.9349036	unchanging
GNB1L	0.71906954	0.5598642	unchanging
GNB2	6.2159758	6.0416636	unchanging
GNMT	-1.2069298	-3.592139	unchanging
GNPTAB	6.4018793	6.360764	unchanging
GNPTG	3.265558	3.260304	unchanging
GNRH2	-3.680861	-3.592139	unchanging
GOLGA5	5.7817545	5.6605268	unchanging
GOLGA6A	-2.528858	-1.4401357	unchanging
GOLGA8A	4.5045652	5.0274696	unchanging
GOLPH3	6.587486	6.5053077	unchanging
GON4L	6.1715817	6.055719	unchanging
GORASP1	4.7426047	4.663152	unchanging
GOSR2	4.779481	4.9986563	unchanging
GOT1	6.1888185	5.9478817	unchanging
GP2	-3.680861	-2.4401357	unchanging
GP9	-3.680861	-3.592139	unchanging
GPBP1	6.761161	6.659212	unchanging
GPC1	5.7190695	6.492079	up
GPC3	2.8805332	2.260304	unchanging
GPCPD1	4.6460676	5.8544846	up
GPER	-1.9438953	1.9861289	up
GPHN	4.779481	4.531408	unchanging
GPNMB	2.7379286	2.0834262	unchanging
GPR125	5.795323	5.8006554	unchanging
GPR126	5.673266	5.8359885	unchanging
GPR128	-3.680861	-3.592139	unchanging
GPR133	-0.20692979	-0.85517323	unchanging
GPR137C	3.2525017	2.5371442	unchanging
GPR148	-3.680861	-3.592139	unchanging
GPR152	-3.680861	-3.592139	unchanging
GPR160	4.761161	4.5710917	unchanging
GPR17	-3.680861	-1.8551732	unchanging
GPR176	4.341507	5.6813974	up
GPR18	-3.680861	-3.592139	unchanging
GPR45	-3.680861	-3.592139	unchanging
GPR65	-3.680861	-3.592139	unchanging
GPR83	0.056104653	0.9521816	unchanging
GPR88	-3.680861	-3.592139	unchanging
GPRASP2	4.335328	4.399068	unchanging
GPRC6A	-3.680861	-3.592139	unchanging
GRAP	-3.528858	-3.592139	unchanging
GRB2	6.9254413	6.8772764	unchanging
GREB1L	2.0561047	1.6042583	unchanging
GRIA3	-3.680861	-3.592139	unchanging
GRIFIN	-3.680861	-3.592139	unchanging
GRIN2D	-1.528858	-0.85517323	unchanging
GRM4	1.0561047	0.8817923	unchanging
GRM7-AS2	-3.680861	-3.592139	unchanging
GRXCR1	-3.680861	-3.592139	unchanging
GS1-115G20.1	-3.680861	-3.592139	unchanging
GS1-174L6.4	-3.680861	-3.592139	unchanging
GS1-179L18.1	-2.528858	-1.8551732	unchanging
GS1-211B7.1	-3.680861	-3.4401355	unchanging
GS1-278J22.1	-3.680861	-3.592139	unchanging
GS1-542M4.4	-3.680861	-3.592139	unchanging
GSG1	-3.680861	-3.592139	unchanging
GSTA1	-1.528858	-3.592139	unchanging
GSTO2	2.641067	2.9349036	unchanging
GTF2H3	6.0371966	6.093194	unchanging
GTF2IRD2B	3.3780327	3.2741098	unchanging
GTF3C2	5.9223533	5.6994157	unchanging
GTF3C4	6.627225	6.831327	unchanging
GTPBP3	3.5372312	3.3542802	unchanging
GTPBP4	5.9729795	6.0028076	unchanging
GTPBP6	2.49351	2.3927543	unchanging
GTSF1L	-3.680861	-3.592139	unchanging
GUCA1C	-3.680861	-3.592139	unchanging
GXYLT2	3.025731	4.537144	up
GYG2P1	-3.680861	-3.592139	unchanging
GYPA	-3.680861	-3.592139	unchanging
GYPE	-3.680861	-3.4401355	unchanging
GZMH	-3.680861	-3.592139	unchanging
H1FX	5.1149983	4.6151466	unchanging
H2AFJ	-3.680861	1.9861289	up
H2AFX	5.8634596	5.6015234	unchanging
HAO2-IT1	-3.680861	-3.592139	unchanging
HAP1	-1.9438953	-2.4401357	unchanging
HARBI1	2.5796664	2.367219	unchanging
HAT1	6.747267	6.5499682	unchanging
HAUS8	4.071055	3.9435685	unchanging
HBA2	-1.9438953	-1.4401357	unchanging
HBG2	-3.528858	-3.592139	unchanging
HBP1	6.0428944	5.826651	unchanging
HBXIP	4.986842	4.6683884	unchanging
HBZ	-3.680861	-3.592139	unchanging
HCAR3	-3.528858	-3.4401355	unchanging
HCFC1R1	2.4018793	2.8817923	unchanging
HCG14	-3.680861	-2.4401357	unchanging
HCG17	-3.680861	-3.4401355	unchanging
HCG9	-3.680861	-3.592139	unchanging
HCRTR1	-2.528858	-3.4401355	unchanging
HDAC11	2.9468756	3.0028079	unchanging
HDAC3	5.5770507	5.4394474	unchanging
HEATR8	3.784025	3.7982688	unchanging
HECTD3	4.7565446	4.4178452	unchanging
HECW1-IT1	-3.680861	-3.592139	unchanging
HEG1	2.3537853	2.1745741	unchanging
HELT	-3.680861	-3.592139	unchanging
HEMK1	2.3780327	2.4425075	unchanging
HERC2	6.8868837	6.96181	unchanging
HERC5	3.025731	2.5371442	unchanging
HERPUD1	5.118601	5.2775407	unchanging
HES1	5.1329203	4.4727535	unchanging
HES5	-3.680861	-3.592139	unchanging
HGFAC	-3.680861	-3.592139	unchanging
HHLA2	-3.680861	-3.592139	unchanging
HIAT1	6.7226243	6.73479	unchanging
HIC1	-3.528858	-3.592139	unchanging
HIGD1A	7.1158996	6.766878	unchanging
HIGD1B	-0.5288579	-1.1182077	unchanging
HIGD1C	-3.680861	-3.592139	unchanging
HIP1	5.8483524	5.7766104	unchanging
HIP1R	4.2393265	4.1221066	unchanging
HIRIP3	4.071055	3.9349036	unchanging
HIST1H1B	-3.680861	-3.4401355	unchanging
HIST1H2AI	-3.528858	-1.4401357	unchanging
HIST1H2AL	-3.680861	-1.8551732	unchanging
HIST1H2BF	1.0561047	1.0834262	unchanging
HIST1H2BI	-3.680861	-3.592139	unchanging
HIST1H2BJ	3.341507	3.2322898	unchanging
HIST1H2BK	0.7930702	3.301331	up
HIST1H3D	0.55860496	-0.118207715	unchanging
HIST1H4B	-3.680861	-3.4401355	unchanging
HIST2H4A	-1.528858	3.0834265	up
HIST2H4B	-1.528858	3.0834265	up
HIST3H2A	1.1149982	0.14482673	unchanging
HK2	4.675713	4.943568	unchanging
HLA-E	5.2226863	5.2877846	unchanging
HLCS-IT1	-3.680861	-3.4401355	unchanging
HM13-IT1	-3.680861	-3.4401355	unchanging
HMCN1	1.641067	3.2037203	unchanging
HMCN2	-3.680861	-3.592139	unchanging
HMCN2	-0.3589329	-3.4401355	unchanging
HMGA1P4	-3.680861	-3.592139	unchanging
HMGA2	5.9223533	6.894138	up
HMGB3	7.8548465	7.4869013	unchanging
HMGN1	8.540256	8.511149	unchanging
HMGN4	6.335328	6.0396447	unchanging
HMGXB3	5.454136	5.1448264	unchanging
HMHB1	-3.680861	-3.592139	unchanging
HMOX1	1.558605	1.0192958	unchanging
HN1L	7.9649973	7.669695	unchanging
HNRNPAB	7.4099865	7.347767	unchanging
HOOK1	6.375024	6.291183	unchanging
HORMAD2	-3.680861	-3.592139	unchanging
HOXA3	0.8634595	0.5598642	unchanging
HOXA6	0.37803268	-0.85517323	unchanging
HOXB8	1.1715819	1.0834262	unchanging
HOXB9	-0.06942624	1.0192958	unchanging
HOXC12	-3.680861	-3.592139	unchanging
HOXC9	-3.680861	-0.63278085	unchanging
HOXD9	3.0561044	2.9861288	unchanging
HPRT1	5.329123	5.3114085	unchanging
HRC	-3.680861	-3.592139	unchanging
HS1BP3	3.5691743	3.4546819	unchanging
HS3ST3A1	-3.680861	-1.8551732	unchanging
HS6ST1	7.5829296	6.960744	unchanging
HS6ST2-AS1	-3.680861	-3.592139	unchanging
HSD17B1	1.6004251	1.6891472	unchanging
HSD17B1P1	-3.680861	-3.4401355	unchanging
HSD17B6	2.1149983	2.114453	unchanging
HSFY2	-3.680861	-3.592139	unchanging
HSPA2	3.7472668	3.6891472	unchanging
HSPA8	10.039929	9.902078	unchanging
HSPB7	-1.9438953	-3.592139	unchanging
HSPE1	6.236014	6.0795007	unchanging
HSPG2	6.59138	7.57179	up
HTATIP2	5.136478	4.952182	unchanging
HTATSF1	6.550627	6.4317694	unchanging
HTR2A-AS1	-3.680861	-3.592139	unchanging
HTR2C	-3.680861	-3.592139	unchanging
HTT	6.8450947	6.4787273	unchanging
HUNK	3.8974068	3.817252	unchanging
ICAM2	-0.20692979	-2.4401357	unchanging
ICMT	7.5744295	7.490602	unchanging
ID2	3.810992	3.380043	unchanging
IDI2	1.1149982	1.0834262	unchanging
IDO1	-0.9438953	-0.118207715	unchanging
IER2	4.2655582	3.9944925	unchanging
IER3	-1.2069298	3.0028079	up
IER5	3.0409975	3.5822322	unchanging
IFI44	0.47114208	0.019295823	unchanging
IFIT5	-1.2069298	0.019295823	unchanging
IFITM10	-1.528858	-1.4401357	unchanging
IFITM2	3.5691743	3.807792	unchanging
IFITM5	-3.680861	-3.592139	unchanging
IFNA6	-3.680861	-3.592139	unchanging
IFRD2	4.4195094	4.689147	unchanging
IFT20	3.4018793	3.5710914	unchanging
IFT46	4.5952635	4.604258	unchanging
IFT52	5.3659596	5.20372	unchanging
IGDCC4	-0.06942624	-0.85517323	unchanging
IGF2BP2	4.150622	4.8125296	unchanging
IGFBP3	9.761881	8.268948	down
IGFBP5	6.1275673	7.447085	up
IGFBP7	4.84183	5.9840302	up
IGFBPL1	1.2260296	0.36721915	unchanging
IGSF5	-2.528858	-3.592139	unchanging
IGSF6	-3.680861	-3.592139	unchanging
IKBKB	3.651051	3.9607437	unchanging
IKZF1	1.9947041	0.80779165	unchanging
IL10	-3.680861	-3.592139	unchanging
IL13RA1	6.384032	6.748453	unchanging
IL15RA	-3.680861	-3.4401355	unchanging
IL16	-1.9438953	-0.27021074	unchanging
IL17F	-3.680861	-3.592139	unchanging
IL18R1	0.6410671	0.5598642	unchanging
IL18RAP	-3.680861	-3.592139	unchanging
IL1F10	-3.680861	-3.592139	unchanging
IL1R1	5.1329203	4.519866	unchanging
IL1R2	2.558605	2.114453	unchanging
IL1RAPL1	-3.680861	-3.592139	unchanging
IL20RB	0.47114208	0.14482673	unchanging
IL21R	-3.680861	-1.8551732	unchanging
IL22RA1	-3.680861	-3.4401355	unchanging
IL27	-3.528858	-3.592139	unchanging
IL27RA	2.0561047	1.9521816	unchanging
IL5	-3.680861	-3.592139	unchanging
IL7	1.641067	1.2037203	unchanging
IL8	-3.680861	-3.592139	unchanging
INCENP	5.6485615	5.3927546	unchanging
INE1	-1.528858	-0.118207715	unchanging
INF2	4.6951437	5.1221066	unchanging
ING2	3.8889945	3.63668	unchanging
ING5	3.9709878	4.04368	unchanging
INHBB	-1.9438953	0.36721915	unchanging
INO80	5.236014	5.20372	unchanging
INO80B	4.938748	4.5877705	unchanging
INO80C	2.6805956	1.8077917	unchanging
INO80E	3.6805956	3.9944925	unchanging
INPP4A	4.459827	4.7644353	unchanging
INPP5B	4.833086	4.803038	unchanging
INPP5F	3.9057703	4.0990233	unchanging
INS	-3.680861	-3.592139	unchanging
INSL5	-3.680861	-3.592139	unchanging
INSM2	-3.680861	-2.4401357	unchanging
INTS5	4.4426856	4.0834265	unchanging
IPO11	4.828694	4.943568	unchanging
IPO9	7.2857246	6.966069	unchanging
IPP	5.2590446	5.06369	unchanging
IQCA1P1	-3.680861	-3.592139	unchanging
IQCH	2.1990626	1.5598643	unchanging
IQUB	2.1435673	1.8077917	unchanging
IRAK1	5.64357	5.881792	unchanging
IRF2BP2	6.3306766	6.399068	unchanging
IRS2	2.448422	2.6259534	unchanging
ISL1	1.5155362	1.6891472	unchanging
ISLR	-3.528858	-1.8551732	unchanging
ISYNA1	4.8461814	4.6313267	unchanging
ITGA7	1.9629952	2.647327	unchanging
ITGAV	8.280107	8.530689	unchanging
ITGB1BP2	-2.528858	-1.4401357	unchanging
ITGB4	5.3071923	6.0676584	unchanging
ITIH4	-0.9438953	0.26030394	unchanging
ITIH5	1.1715819	-0.63278085	unchanging
ITPK1	4.974968	4.6313267	unchanging
IVD	6.012239	6.137293	unchanging
JAK2	3.2260296	3.502379	unchanging
JAK3	1.9947041	2.5140605	unchanging
JAKMIP3	-3.680861	-3.592139	unchanging
JARID2	3.8548462	3.9777164	unchanging
JHDM1D	3.8461814	3.548549	unchanging
JMJD6	3.4823694	3.5256484	unchanging
JPX	4.372009	4.253351	unchanging
JSRP1	1.1715819	0.7297893	unchanging
KAAG1	-0.9438953	-1.1182077	unchanging
KAL1	3.448422	2.5371442	unchanging
KAT6B	5.147099	5.06369	unchanging
KATNA1	4.660967	4.5877705	unchanging
KB-1047C11.2	-2.528858	-3.592139	unchanging
KB-1183D5.11	-0.3589329	1.1448267	unchanging
KB-1183D5.14	-3.528858	-1.4401357	unchanging
KB-1254G8.1	-3.680861	-3.592139	unchanging
KB-1299A7.2	-3.680861	-3.592139	unchanging
KB-1896H10.1	5.563899	5.2775407	unchanging
KB-1930G5.3	-3.680861	-3.592139	unchanging
KB-431C1.4	2.810992	2.969255	unchanging
KBTBD11	3.802059	3.8544848	unchanging
KBTBD4	5.0895276	5.148579	unchanging
KBTBD6	5.6535363	5.4516478	unchanging
KBTBD7	5.590083	5.414733	unchanging
KCNA6	-3.528858	-3.4401355	unchanging
KCNA7	-3.680861	-1.8551732	unchanging
KCND3-IT1	-3.680861	-3.592139	unchanging
KCNE4	-3.680861	1.3672192	up
KCNH2	0.99470407	1.4667549	unchanging
KCNH7	-3.528858	-3.4401355	unchanging
KCNH8	1.9629952	1.8452666	unchanging
KCNJ6-IT1	-3.680861	-3.592139	unchanging
KCNK1	3.9549577	3.8817923	unchanging
KCNK7	-3.680861	-3.592139	unchanging
KCNMB2-IT1	-3.680861	-3.592139	unchanging
KCNMB3	2.9468756	3.1297197	unchanging
KCNQ2	-3.680861	-3.592139	unchanging
KCNQ5-IT1	-3.528858	-3.592139	unchanging
KCNT1	-2.528858	-2.4401357	unchanging
KCTD19	-3.680861	-3.4401355	unchanging
KCTD21	2.5796664	2.2877846	unchanging
KCTD7	5.3629255	5.3704357	unchanging
KDELR3	5.078472	5.502379	unchanging
KDM1B	4.7975717	5.2358212	unchanging
KHDRBS1	8.11725	7.8435316	unchanging
KHDRBS2	0.47114208	0.80779165	unchanging
KIAA0141	5.2393265	5.0233884	unchanging
KIAA0146	5.7840247	5.531408	unchanging
KIAA0355	4.5586047	4.7197356	unchanging
KIAA0368	6.5345373	6.606988	unchanging
KIAA0586	5.140027	5.06369	unchanging
KIAA1274	2.1149983	2.417845	unchanging
KIAA1324	-3.528858	4.1297197	up
KIAA1432	4.8591595	5.075564	unchanging
KIAA1486	-3.680861	-3.592139	unchanging
KIAA1797	5.192241	5.0233884	unchanging
KIF15	5.9509225	5.849883	unchanging
KIF18A	5.3260107	5.301331	unchanging
KIF21B	-0.9438953	0.14482673	unchanging
KIF2A	6.120398	6.055719	unchanging
KIF2B	-3.680861	-3.592139	unchanging
KIF3C	3.4018793	3.5710914	unchanging
KIF5C	2.278497	3.3927543	unchanging
KIFAP3	5.0747685	4.460731	unchanging
KIR3DL3	-3.680861	-3.592139	unchanging
KIRREL	6.1785016	7.17825	up
KIRREL3	-3.680861	-3.4401355	unchanging
KLF10	5.587486	5.159777	unchanging
KLF3	5.479571	5.304698	unchanging
KLF5	5.462664	5.0557194	unchanging
KLF7-IT1	-2.528858	-3.592139	unchanging
KLHDC4	2.6999607	2.6891472	unchanging
KLHDC8A	-3.680861	-3.592139	unchanging
KLHDC8B	2.7565444	2.8817923	unchanging
KLHDC9	0.47114208	-0.85517323	unchanging
KLHL10	-3.680861	-1.1182077	unchanging
KLHL14	7.517584	7.6239333	unchanging
KLHL2	4.9015946	4.788683	unchanging
KLHL26	2.4018793	1.8452666	unchanging
KLHL30	-3.528858	-1.4401357	unchanging
KLHL31	0.71906954	0.80779165	unchanging
KLHL36	5.2945094	5.4906015	unchanging
KLK1	-3.528858	-2.4401357	unchanging
KLK10	-3.680861	-3.4401355	unchanging
KLK12	-3.680861	-3.592139	unchanging
KLK9	-3.680861	-3.592139	unchanging
KLRC1	-3.680861	-3.592139	unchanging
KPNA1	6.4455566	6.2809634	unchanging
KPNA3	6.5612545	6.5626793	unchanging
KREMEN2	-1.9438953	0.36721915	unchanging
KRT2	-3.528858	-3.592139	unchanging
KRT26	-3.680861	-3.592139	unchanging
KRT27	-3.680861	-3.592139	unchanging
KRT38	-3.680861	-3.592139	unchanging
KRT4	-3.680861	-1.8551732	unchanging
KRT5	-0.06942624	2.647327	up
KRT7	2.4253385	2.114453	unchanging
KRT71	-3.680861	-3.592139	unchanging
KRTAP10-5	-3.680861	-3.592139	unchanging
KRTAP12-3	-3.680861	-3.592139	unchanging
KRTAP13-3	-3.680861	-3.592139	unchanging
KRTAP19-3	-3.680861	-3.592139	unchanging
KRTAP19-6	-3.680861	-3.592139	unchanging
KRTAP27-1	-3.680861	-3.592139	unchanging
KRTAP4-11	-3.680861	-3.592139	unchanging
KRTAP5-1	-3.680861	-3.4401355	unchanging
KRTAP5-9	-3.528858	-3.592139	unchanging
KRTAP6-2	-3.680861	-3.592139	unchanging
KRTAP8-1	-3.680861	-3.592139	unchanging
KRTAP9-8	-3.680861	-3.592139	unchanging
KRTAP9-9	-3.680861	-3.592139	unchanging
KY	-3.680861	-3.592139	unchanging
KYNU	-3.680861	3.260304	up
L1CAM	0.47114208	3.2463648	up
LA16c-23H5.4	-3.680861	-3.592139	unchanging
LA16c-3G11.5	-3.680861	-3.592139	unchanging
LA16c-4G1.3	-3.680861	-3.592139	unchanging
LAGE3	2.6805956	2.6891472	unchanging
LAMA4	3.49351	-1.1182077	down
LANCL1	6.475363	6.2375836	unchanging
LAP3	5.284923	5.2180758	unchanging
LAS1L	5.5926757	4.840635	unchanging
LBH	3.986842	3.3280487	unchanging
LBR	7.2752733	7.1937675	unchanging
LBX2	0.47114208	-0.27021074	unchanging
LCAT	-0.3589329	0.9521816	unchanging
LCE2A	-3.680861	-3.592139	unchanging
LCE3B	-3.680861	-3.592139	unchanging
LCE3D	-3.680861	-3.592139	unchanging
LCN10	-0.7215031	-1.1182077	unchanging
LCN2	-0.5288579	-1.4401357	unchanging
LDB2	-3.680861	-3.592139	unchanging
LECT1	-3.680861	-3.592139	unchanging
LEMD3	6.3181996	6.547128	unchanging
LENG9	0.55860496	1.1448267	unchanging
LEP	-3.680861	-3.592139	unchanging
LEPRE1	5.199063	5.035598	unchanging
LEPREL4	5.014174	5.125918	unchanging
LGALS14	-3.680861	-3.592139	unchanging
LGR6	-3.680861	-2.4401357	unchanging
LHFPL1	-3.680861	-3.592139	unchanging
LHFPL3	-3.680861	-2.4401357	unchanging
LHFPL4	-3.680861	-3.592139	unchanging
LHFPL5	2.6208892	2.6042583	unchanging
LHPP	2.1435673	2.2037203	unchanging
LHX3	-3.680861	-3.592139	unchanging
LHX5	-3.680861	-3.592139	unchanging
LHX8	-3.680861	-3.592139	unchanging
LIF	-1.2069298	1.1448267	unchanging
LILRA1	-3.680861	-3.592139	unchanging
LILRB1	-3.680861	-3.592139	unchanging
LILRB5	-3.680861	-3.592139	unchanging
LIMA1	7.2937126	7.18831	unchanging
LIMD1	5.6106935	5.7272825	unchanging
LINC00028	-3.680861	-3.592139	unchanging
LINC00029	-3.680861	-3.592139	unchanging
LINC00094	3.9140856	4.23229	unchanging
LINC00159	-3.680861	-3.592139	unchanging
LINC00173	-2.528858	-2.4401357	unchanging
LINC00184	-3.680861	-3.592139	unchanging
LINC00207	-3.680861	-3.592139	unchanging
LINC00221	3.8461814	4.23229	unchanging
LINC00230A	-3.680861	-3.592139	unchanging
LINC00230B	-3.680861	-3.592139	unchanging
LINC00278	-3.680861	-3.592139	unchanging
LINC00282	-3.528858	-3.4401355	unchanging
LINC00284	-3.528858	-3.592139	unchanging
LINC00293	-3.680861	-3.592139	unchanging
LINC00301	-3.680861	-3.592139	unchanging
LINC00307	-3.680861	-3.592139	unchanging
LINC00312	-3.680861	-3.592139	unchanging
LINC00320	-3.680861	-3.592139	unchanging
LINC00326	-3.680861	-3.592139	unchanging
LINC00331	-3.680861	-3.592139	unchanging
LINC00332	-3.680861	-3.592139	unchanging
LINC00333	-3.680861	-3.592139	unchanging
LINC00337	-1.2069298	-1.8551732	unchanging
LINC00338	1.278497	1.6042583	unchanging
LINC00339	3.025731	2.466755	unchanging
LINC00340	-3.680861	-3.592139	unchanging
LINC00346	-3.680861	-3.4401355	unchanging
LINC00366	-3.680861	-3.592139	unchanging
LINC00444	-3.528858	-3.592139	unchanging
LINC00447	-3.680861	-3.592139	unchanging
LINC00449	-3.528858	-0.85517323	unchanging
LINC00462	-3.680861	-3.592139	unchanging
LINC00466	-1.9438953	-2.4401357	unchanging
LINC00469	-3.680861	-3.592139	unchanging
LINC00476	1.0561047	1.5598643	unchanging
LINC00479	-3.680861	-3.592139	unchanging
LINC00484	-3.680861	-3.592139	unchanging
LINGO2	1.9947041	1.3147516	unchanging
LIPG	2.3537853	4.2393446	up
LIPJ	-3.680861	-3.592139	unchanging
LIX1	1.5155362	3.7496889	up
LIX1L	4.974968	4.7447395	unchanging
LL0XNC01-157D4.1	2.085852	2.7693176	unchanging
LL0XNC01-250H12.3	-1.9438953	-3.4401355	unchanging
LL22NC01-81G9.3	-3.680861	-3.592139	unchanging
LL22NC03-104C7.1	-3.680861	-2.4401357	unchanging
LL22NC03-23C6.13	-3.680861	-3.592139	unchanging
LLGL2	4.2976904	4.519866	unchanging
LMBR1	6.7975717	6.8885393	unchanging
LMNA	5.956971	6.1653433	unchanging
LMO1	-3.680861	-3.592139	unchanging
LMO7-AS1	-3.680861	-3.4401355	unchanging
LNX1-AS2	-3.680861	-3.4401355	unchanging
LONP1	5.8826528	5.663152	unchanging
LONRF3	2.1715817	2.114453	unchanging
LOR	-3.680861	-3.592139	unchanging
LPAR6	-2.528858	-1.4401357	unchanging
LPCAT2	4.641067	4.582232	unchanging
LPIN1	4.5691743	4.990317	unchanging
LPIN3	2.085852	2.4906015	unchanging
LPL	2.085852	-2.4401357	down
LPXN	2.025731	1.3672192	unchanging
LRCH1	3.341507	3.4178452	unchanging
LRFN3	2.9789367	2.8636448	unchanging
LRIG2	4.815438	4.4787273	unchanging
LRIT3	-1.9438953	-3.592139	unchanging
LRP3	3.802059	3.9261863	unchanging
LRP4	3.2393262	3.301331	unchanging
LRP5	5.512801	5.414733	unchanging
LRP6	7.172448	7.2064233	unchanging
LRPAP1	5.966997	5.8907814	unchanging
LRRC15	-3.680861	-3.592139	unchanging
LRRC16A	4.353785	4.1221066	unchanging
LRRC3	2.1435673	1.6891472	unchanging
LRRC36	-3.528858	-3.592139	unchanging
LRRC41	5.0064173	5.0951395	unchanging
LRRC4C	-2.528858	-3.592139	unchanging
LRRC55	-3.680861	-3.592139	unchanging
LRRC69	-0.7215031	-0.118207715	unchanging
LRRC70	-1.528858	-3.4401355	unchanging
LRRN4CL	-1.2069298	-3.4401355	unchanging
LRSAM1	3.1293538	3.0517173	unchanging
LSG1	5.7565446	5.943568	unchanging
LSM14B	6.040998	5.7766104	unchanging
LSM2	5.322891	5.0990233	unchanging
LSMD1	2.9140856	3.0028079	unchanging
LST1	-3.680861	-3.592139	unchanging
LTC4S	-3.680861	-3.592139	unchanging
LTN1	5.014174	4.8313274	unchanging
LTV1	4.6708145	4.7447395	unchanging
LUZP1	5.7840247	5.6499767	unchanging
LY6G6E	4.245929	4.189221	unchanging
LY6H	-3.680861	-3.592139	unchanging
LY6K	-1.9438953	-1.1182077	unchanging
LY75	1.471142	0.5598642	unchanging
LY9	-3.680861	-3.592139	unchanging
LYL1	-3.680861	-3.592139	unchanging
LYN	4.0103006	3.9861288	unchanging
LYPD2	-3.680861	-3.592139	unchanging
LYPD3	0.056104653	2.0517173	unchanging
LYPLA2	3.6208894	3.807792	unchanging
LYRM2	6.4121895	6.192859	unchanging
LYZL1	-3.680861	-3.592139	unchanging
MAB21L3	-3.528858	-1.8551732	unchanging
MACC1	4.6004252	4.3927546	unchanging
MAGEA2	5.3134923	5.420951	unchanging
MAGEA3	6.6522946	6.579455	unchanging
MAGEA4	-1.528858	-0.27021074	unchanging
MAGEA9B	-0.5288579	-1.8551732	unchanging
MAGEB1	-3.680861	-3.592139	unchanging
MAGEC1	-3.680861	-3.592139	unchanging
MAGEC3	-3.680861	-3.592139	unchanging
MAGED2	7.009331	6.9261866	unchanging
MAGED4	5.335328	4.9944925	unchanging
MAGIX	-1.2069298	-0.27021074	unchanging
MAGT1	7.618983	7.647327	unchanging
MAK16	5.2655582	5.210916	unchanging
MAL	6.800938	4.5082316	down
MALAT1	6.031475	7.4317694	up
MALT1	7.365202	8.369632	up
MAN2A1	6.091362	6.1297197	unchanging
MANSC4	-3.680861	-2.4401357	unchanging
MAP2K7	3.9223533	4.035598	unchanging
MAP3K1	5.9907784	6.2127094	unchanging
MAP3K14	2.9629953	2.7496889	unchanging
MAP3K5	3.459827	3.260304	unchanging
MAP3K6	2.304032	2.417845	unchanging
MAP7	5.335328	5.399068	unchanging
